,weight,bias,output,loss
0,0.42952267612729755,0.0,10.92259387969971,0.11970552057027817
1,0.42952267612729755,0.0,10.929736736842568,0.1196046769618988
2,0.42952267612729755,0.0,10.936879593985424,0.11979233473539352
3,0.42952267612729755,0.0,10.94402245112828,0.11977079510688782
4,0.42952267612729755,0.0,10.951165308271138,0.11942236125469208
5,0.42952267612729755,0.0,10.958308165413996,0.1194814071059227
6,0.42952267612729755,0.0,10.965451022556852,0.11955370754003525
7,0.42952267612729755,0.0,10.972593879699708,0.1191689595580101
8,0.42952267612729755,0.0,10.979736736842566,0.11889386177062988
9,0.42952267612729755,0.0,10.986879593985424,0.11923734843730927
10,0.42952267612729755,0.0,10.99402245112828,0.11919253319501877
11,0.42952267612729755,0.0,11.001165308271137,0.1191314235329628
12,0.42952267612729755,0.0,11.008308165413995,0.1192355677485466
13,0.42952267612729755,0.0,11.015451022556853,0.11933816224336624
14,0.42952267612729755,0.0,11.02259387969971,0.11924444884061813
15,0.42952267612729755,0.000539210519099027,10.92259387969971,0.1196153461933136
16,0.42952267612729755,0.000539210519099027,10.929736736842568,0.1196436956524849
17,0.42952267612729755,0.000539210519099027,10.936879593985424,0.11969586461782455
18,0.42952267612729755,0.000539210519099027,10.94402245112828,0.11970466375350952
19,0.42952267612729755,0.000539210519099027,10.951165308271138,0.11954597383737564
20,0.42952267612729755,0.000539210519099027,10.958308165413996,0.11964979767799377
21,0.42952267612729755,0.000539210519099027,10.965451022556852,0.1193891316652298
22,0.42952267612729755,0.000539210519099027,10.972593879699708,0.11903006583452225
23,0.42952267612729755,0.000539210519099027,10.979736736842566,0.11886025965213776
24,0.42952267612729755,0.000539210519099027,10.986879593985424,0.11921682953834534
25,0.42952267612729755,0.000539210519099027,10.99402245112828,0.1192270964384079
26,0.42952267612729755,0.000539210519099027,11.001165308271137,0.11904679983854294
27,0.42952267612729755,0.000539210519099027,11.008308165413995,0.11927928775548935
28,0.42952267612729755,0.000539210519099027,11.015451022556853,0.11918629705905914
